TimeStep,Slice,Throughput_Mbps,Avg_SNR_dB,Avg_Delay_ms,Users,PRB_num,DL_Buffer,Scheduling,TxPower,ant_tilt_deg,user_throughput,CIO
1,URLLC,101.921296840838,12.85503137438,1.7850661663405,28,174,142,WF,32,1,3.6400463157442,-3
2,URLLC,123.669005398027,13.6129388461476,1.47185533970677,28,174,172.078703159162,RR,32,1,4.41675019278669,-3
3,URLLC,135.249488217302,13.3824421327537,1.49924068278944,28,174,187.176196672174,RR,32,1,4.83033886490366,-3
4,URLLC,129.610742040657,13.6430587280067,2.01356833340079,28,174,189.256625258341,RR,32,1,4.62895507288062,-3
5,URLLC,136.11203048027,13.5190551404127,1.27538834268299,28,174,173.018811598727,RR,32,1,4.86114394572393,-3
6,URLLC,139.628742161976,13.8748821082606,1.13336102441026,28,174,162.111295022307,RR,32,1,4.98674079149915,-3
7,URLLC,127.757951192407,12.8026409702187,1.51534776223097,28,174,148.802552860331,RR,32,1,4.56278397115738,-3
8,URLLC,133.566094325444,13.8323397129468,1.17704049421684,28,174,164.702354291605,RR,32,1,4.77021765448015,-3
9,URLLC,126.037423207864,12.6358773289835,1.18589221984558,28,174,153.05071173937,RR,32,1,4.50133654313801,-3
10,URLLC,127.221366300502,13.0897913167842,1.25313060061754,28,174,164.040470337911,RR,32,1,4.54362022501791,-3
11,URLLC,126.422950765158,12.1980157835918,1.48579634131804,28,174,172.053555810619,RR,32,1,4.51510538446993,-3
12,URLLC,129.307359418243,12.675097432137,2.01907098494343,28,174,178.845994776722,RR,32,1,4.61811997922296,-3
13,URLLC,131.650714433122,13.8201030087226,1.44300589711415,28,174,186.51638798216,RR,32,1,4.70181122975435,-3
14,URLLC,131.454850583129,12.6584181865234,1.71360950563851,28,174,193.508784371145,RR,32,1,4.69481609225461,-3
15,URLLC,141.964365218353,13.2011932263623,1.3211783191418,28,174,188.979091806215,RR,32,1,5.07015590065548,-3
16,URLLC,120.685145812695,13.8497633236887,1.33453702063247,28,174,174.929178361071,RR,32,1,4.31018377902483,-3
17,URLLC,129.914846415728,13.2777592122004,1.40504986039307,28,174,184.413642874102,RR,32,1,4.63981594341887,-3
18,URLLC,138.195036568432,13.3003371522061,1.83828014810113,28,174,208.893126539715,RR,32,1,4.93553702030113,-3
19,URLLC,142.216706916805,13.9281659763566,1.63781708743241,28,174,193.550577230776,RR,32,1,5.07916810417162,-3
20,URLLC,149.734818357577,13.2451847209984,1.67990853239745,28,174,201.392890179513,RR,32,1,5.34767208419919,-3
21,URLLC,85.7988527349742,16.3234237972385,1.6706373990535,28,97,124.862377721162,RR,35,15,3.06424474053479,4
22,URLLC,101.075049116855,17.1527494174338,1.43152114182381,28,97,133.332521908508,RR,35,15,3.60982318274484,4
23,URLLC,81.7603413920945,16.9568111139225,1.31486032865346,28,97,108.793781918292,RR,35,15,2.9200121925748,4
24,URLLC,78.6793186461743,17.2217714364416,1.03658798825586,28,97,96.9964119608522,RR,35,15,2.8099756659348,4
25,URLLC,76.8733036939884,16.013883926915,1.14233599894447,28,97,93.8754620719828,RR,35,15,2.74547513192816,4
26,URLLC,69.7426285880277,15.5904348350325,1.11300308120802,28,97,80.9966101512037,RR,35,15,2.49080816385813,4
27,URLLC,83.2685185296369,16.8651384987744,1.11581828918218,28,97,99.3339815631761,RR,35,15,2.97387566177275,4
28,URLLC,72.6511120024481,17.5465164303085,1.09270808335344,28,97,92.0226889201438,RR,35,15,2.594682571516,4
29,URLLC,85.6737822513013,16.4697422327436,1.18133520259745,28,97,104.791191213698,RR,35,15,3.05977793754648,4
30,URLLC,82.6916233055259,16.5421324627409,1.51484642584932,28,97,116.835777719701,RR,35,15,2.95327226091164,4
31,URLLC,76.7344488305864,16.7548588389851,1.43113316056528,28,97,114.241521732081,RR,35,15,2.7405160296638,4
32,URLLC,73.8493783147455,17.0859141020833,1.34087508440096,28,97,108.060342933846,RR,35,15,2.63747779695519,4
33,URLLC,98.241384108403,16.379460247998,1.71283447971196,28,97,129.082642278915,RR,35,15,3.50862086101439,4
34,URLLC,82.0711784829553,17.0393789560361,1.40142586174985,29,97,104.193457039241,RR,35,15,2.83004063734329,4
35,URLLC,78.2369453419878,16.5011532962915,1.39218603426393,30,97,104.205990011131,RR,35,15,2.60789817806626,4
36,URLLC,85.9081745981115,15.9233717093792,1.25114363345196,30,97,108.000155499196,RR,35,15,2.86360581993705,4
37,URLLC,74.4208743668213,16.6398887124875,1.07588371908614,30,97,93.5289198310207,RR,35,15,2.48069581222738,4
38,URLLC,79.6387447328365,15.7795127193087,1.30512108467218,30,97,109.089531181527,RR,35,15,2.65462482442788,4
39,URLLC,76.498774423726,15.9154368029023,1.33729068823538,30,97,102.408012335295,RR,35,15,2.54995914745753,4
40,URLLC,71.1958195808831,14.6553023546273,1.27548343115362,31,97,93.3412857744961,RR,35,15,2.29663934131881,4
41,URLLC,59.3118152012328,11.4041162103836,1.85962376755807,31,116,79.4636967307497,PF,31,1,1.91328436133009,-5
42,URLLC,56.7289607829962,11.2073835309087,1.65061839678857,31,116,78.4992285571244,PF,31,1,1.82996647687084,-5
