TimeStep,Slice,Throughput_Mbps,Avg_SNR_dB,Avg_Delay_ms,Users,PRB_num,DL_Buffer,Scheduling,TxPower,ant_tilt_deg,user_throughput,CIO
1,eMBB,119.389827112188,19.9728380541341,2.42598793283341,3,157,119.389827112188,WF,34,10,39.7966090373958,-2
2,eMBB,79.4938337194446,20.7353062544992,1.43387911062268,3,157,79.4938337194446,RR,34,10,26.4979445731482,-2
3,eMBB,95.5893102742774,18.7608491479246,2.13906912949537,3,157,95.5893102742774,RR,34,10,31.8631034247591,-2
4,eMBB,93.7842816916195,22.2552200827144,1.63663905800343,3,157,93.7842816916195,RR,34,10,31.2614272305398,-2
5,eMBB,110.931798663422,16.6181891315434,6.50157806538024,3,157,126.595745470437,RR,34,10,36.9772662211405,-2
6,eMBB,114.081946517613,19.9589413395565,2.76742448865724,3,157,114.081946517613,RR,34,10,38.027315505871,-2
7,eMBB,121.269955417226,20.7351785343484,2.36587339058188,3,157,121.269955417226,RR,34,10,40.4233184724088,-2
8,eMBB,91.8558045595927,18.0821710035463,2.49410880439213,3,157,91.8558045595927,RR,34,10,30.6186015198642,-2
9,eMBB,99.9733237774041,18.6158589747183,1.99089446064255,3,157,99.9733237774041,RR,34,10,33.3244412591347,-2
10,eMBB,94.0223283077586,20.3926139083431,2.140027178581,3,157,94.0223283077586,RR,34,10,31.3407761025862,-2
11,eMBB,73.3134020075773,18.3891015480925,1.59370817061266,3,157,73.3134020075773,RR,34,10,24.4378006691924,-2
12,eMBB,90.8550890758725,18.3284093247343,3.41104518090665,3,157,90.8550890758725,RR,34,10,30.2850296919575,-2
13,eMBB,105.865448401031,20.5846969519533,2.74126551514478,3,157,105.865448401031,RR,34,10,35.2884828003435,-2
14,eMBB,101.909126788413,16.9578870740028,2.65690395915752,3,157,101.909126788413,RR,34,10,33.9697089294712,-2
15,eMBB,95.8132608628539,18.1371595564915,3.37123655537116,3,157,95.8132608628539,RR,34,10,31.9377536209513,-2
16,eMBB,118.402004404757,20.3365935338387,2.88499241548668,3,157,118.402004404757,RR,34,10,39.4673348015855,-2
17,eMBB,89.9433885121274,19.7754239423763,2.22856618513123,3,157,89.9433885121274,RR,34,10,29.9811295040425,-2
18,eMBB,104.314595766102,17.7423793532298,4.85798137619037,3,157,110.659008079882,RR,34,10,34.771531922034,-2
19,eMBB,104.322029685385,22.1677819472012,2.41528421249123,3,157,104.322029685385,RR,34,10,34.7740098951284,-2
20,eMBB,97.9826429609396,21.2030899901292,1.84844050469937,3,157,97.9826429609396,RR,34,10,32.6608809869799,-2
21,eMBB,128.325240415469,16.6460590412528,41.2926295905306,3,82,189.695101500849,WF,31,19,42.7750801384896,-5
22,eMBB,137.344869432082,17.1915751909015,24.4483095147677,3,82,225.083057197567,WF,31,19,45.7816231440273,-5
23,eMBB,139.047793104322,16.4142654300149,60.4006582664262,3,82,232.858658081395,WF,31,19,46.3492643681073,-5
24,eMBB,131.426995451373,17.5992368130779,18.4408442859615,3,82,225.736712597099,WF,31,19,43.8089984837911,-5
25,eMBB,146.824986256304,15.5218837402706,25.2281211130177,3,82,241.552220613158,WF,31,19,48.9416620854347,-5
26,eMBB,137.681234525669,16.0969173741157,162.789005069036,3,82,257.116763553486,WF,31,19,45.8937448418897,-5
27,eMBB,144.188736137076,15.0389464789748,174.16302614478,3,82,272.217986182178,WF,31,19,48.062912045692,-5
28,eMBB,138.109931753159,15.3848008753062,62.8082649712964,3,82,236.046335101703,WF,31,19,46.0366439177195,-5
29,eMBB,114.19216783559,14.9572281359646,463.250788161023,3,82,209.805927168163,WF,31,19,38.0640559451967,-5
